          min -3.12958e-027  max 24.103
  -- Solve :
          min -1.61792e-027  max 12.4575
  -- Solve :
          min -1.61594e-027  max 12.4422
  -- Solve :
          min -1.61397e-027  max 12.427
  -- Solve :
          min -1.61199e-027  max 12.4118
  -- Solve :
          min -1.61002e-027  max 12.3966
  -- Solve :
          min -1.60805e-027  max 12.3815
  -- Solve :
          min -1.60608e-027  max 12.3663
  -- Solve :
          min -1.60412e-027  max 12.3512
  -- Solve :
          min -1.60216e-027  max 12.3361
  -- Solve :
          min -1.6002e-027  max 12.321
  -- Solve :
          min -1.59824e-027  max 12.306
  -- Solve :
          min -1.59629e-027  max 12.2909
  -- Solve :
          min -1.59433e-027  max 12.2759
  -- Solve :
          min -1.59238e-027  max 12.2609
  -- Solve :
          min -1.59044e-027  max 12.2459
  -- Solve :
          min -1.58849e-027  max 12.2309
  -- Solve :
          min -1.58655e-027  max 12.2159
  -- Solve :
          min -1.58461e-027  max 12.201
  -- Solve :
          min -1.58267e-027  max 12.1861
  -- Solve :
          min -1.58073e-027  max 12.1712
  -- Solve :
          min -1.5788e-027  max 12.1563
  -- Solve :
          min -1.57687e-027  max 12.1414
  -- Solve :
          min -1.57494e-027  max 12.1266
  -- Solve :
          min -1.57301e-027  max 12.1117
  -- Solve :
          min -1.57109e-027  max 12.0969
  -- Solve :
          min -1.56917e-027  max 12.0821
  -- Solve :
          min -1.56725e-027  max 12.0673
  -- Solve :
          min -1.56533e-027  max 12.0526
  -- Solve :
          min -1.56342e-027  max 12.0378
  -- Solve :
          min -1.5615e-027  max 12.0231
  -- Solve :
          min -1.55959e-027  max 12.0084
  -- Solve :
          min -1.55769e-027  max 11.9937
  -- Solve :
          min -1.55578e-027  max 11.979
  -- Solve :
          min -1.55388e-027  max 11.9644
  -- Solve :
          min -1.55198e-027  max 11.9497
  -- Solve :
          min -1.55008e-027  max 11.9351
  -- Solve :
          min -1.54818e-027  max 11.9205
  -- Solve :
          min -1.54629e-027  max 11.9059
  -- Solve :
          min -1.5444e-027  max 11.8914
  -- Solve :
          min -1.54251e-027  max 11.8768
  -- Solve :
          min -1.54062e-027  max 11.8623
  -- Solve :
          min -1.53873e-027  max 11.8478
  -- Solve :
          min -1.53685e-027  max 11.8333
  -- Solve :
          min -1.53497e-027  max 11.8188
  -- Solve :
          min -1.53309e-027  max 11.8043
  -- Solve :
          min -1.53122e-027  max 11.7899
  -- Solve :
          min -1.52934e-027  max 11.7755
  -- Solve :
          min -1.52747e-027  max 11.7611
  -- Solve :
          min -1.5256e-027  max 11.7467
  -- Solve :
          min -1.52374e-027  max 11.7323
  -- Solve :
          min -1.52187e-027  max 11.7179
  -- Solve :
          min -1.52001e-027  max 11.7036
  -- Solve :
          min -1.51815e-027  max 11.6893
  -- Solve :
          min -1.51629e-027  max 11.675
  -- Solve :
          min -1.51444e-027  max 11.6607
  -- Solve :
          min -1.51258e-027  max 11.6464
  -- Solve :
          min -1.51073e-027  max 11.6322
  -- Solve :
          min -1.50888e-027  max 11.6179
  -- Solve :
          min -1.50704e-027  max 11.6037
  -- Solve :
          min -1.50519e-027  max 11.5895
  -- Solve :
          min -1.50335e-027  max 11.5753
  -- Solve :
          min -1.50151e-027  max 11.5612
  -- Solve :
          min -1.49967e-027  max 11.547
  -- Solve :
          min -1.49784e-027  max 11.5329
  -- Solve :
          min -1.496e-027  max 11.5188
  -- Solve :
          min -1.49417e-027  max 11.5047
  -- Solve :
          min -1.49234e-027  max 11.4906
  -- Solve :
          min -1.49052e-027  max 11.4765
  -- Solve :
          min -1.48869e-027  max 11.4625
  -- Solve :
          min -1.48687e-027  max 11.4484
  -- Solve :
          min -1.48505e-027  max 11.4344
  -- Solve :
          min -1.48323e-027  max 11.4204
  -- Solve :
          min -1.48142e-027  max 11.4065
  -- Solve :
          min -1.47961e-027  max 11.3925
  -- Solve :
          min -1.47779e-027  max 11.3786
  -- Solve :
          min -1.47599e-027  max 11.3646
  -- Solve :
          min -1.47418e-027  max 11.3507
  -- Solve :
          min -1.47237e-027  max 11.3368
  -- Solve :
          min -1.47057e-027  max 11.3229
  -- Solve :
          min -1.46877e-027  max 11.3091
  -- Solve :
          min -1.46697e-027  max 11.2952
  -- Solve :
          min -1.46518e-027  max 11.2814
  -- Solve :
          min -1.46339e-027  max 11.2676
  -- Solve :
          min -1.46159e-027  max 11.2538
  -- Solve :
          min -1.4598e-027  max 11.24
  -- Solve :
          min -1.45802e-027  max 11.2263
  -- Solve :
          min -1.45623e-027  max 11.2125
  -- Solve :
          min -1.45445e-027  max 11.1988
  -- Solve :
          min -1.45267e-027  max 11.1851
  -- Solve :
          min -1.45089e-027  max 11.1714
  -- Solve :
          min -1.44911e-027  max 11.1577
  -- Solve :
          min -1.44734e-027  max 11.1441
  -- Solve :
          min -1.44557e-027  max 11.1304
  -- Solve :
          min -1.4438e-027  max 11.1168
  -- Solve :
          min -1.44203e-027  max 11.1032
  -- Solve :
          min -1.44027e-027  max 11.0896
  -- Solve :
          min -1.4385e-027  max 11.076
  -- Solve :
          min -1.43674e-027  max 11.0624
  -- Solve :
          min -1.43498e-027  max 11.0489
  -- Solve :
          min -1.43322e-027  max 11.0354
  -- Solve :
          min -1.43147e-027  max 11.0219
  -- Solve :
          min -1.42972e-027  max 11.0084
  -- Solve :
          min -1.42797e-027  max 10.9949
  -- Solve :
          min -1.42622e-027  max 10.9814
  -- Solve :
          min -1.42447e-027  max 10.968
  -- Solve :
          min -1.42273e-027  max 10.9545
  -- Solve :
          min -1.42098e-027  max 10.9411
  -- Solve :
          min -1.41924e-027  max 10.9277
  -- Solve :
          min -1.41751e-027  max 10.9144
  -- Solve :
          min -1.41577e-027  max 10.901
  -- Solve :
          min -1.41404e-027  max 10.8876
  -- Solve :
          min -1.41231e-027  max 10.8743
  -- Solve :
          min -1.41058e-027  max 10.861
  -- Solve :
          min -1.40885e-027  max 10.8477
  -- Solve :
          min -1.40712e-027  max 10.8344
  -- Solve :
          min -1.4054e-027  max 10.8211
  -- Solve :
          min -1.40368e-027  max 10.8079
  -- Solve :
          min -1.40196e-027  max 10.7946
  -- Solve :
          min -1.40024e-027  max 10.7814
  -- Solve :
          min -1.39853e-027  max 10.7682
  -- Solve :
          min -1.39681e-027  max 10.755
  -- Solve :
          min -1.3951e-027  max 10.7419
  -- Solve :
          min -1.39339e-027  max 10.7287
  -- Solve :
          min -1.39169e-027  max 10.7156
  -- Solve :
          min -1.38998e-027  max 10.7024
  -- Solve :
          min -1.38828e-027  max 10.6893
  -- Solve :
          min -1.38658e-027  max 10.6762
  -- Solve :
          min -1.38488e-027  max 10.6631
  -- Solve :
          min -1.38319e-027  max 10.6501
  -- Solve :
          min -1.38149e-027  max 10.637
  -- Solve :
          min -1.3798e-027  max 10.624
  -- Solve :
          min -1.37811e-027  max 10.611
  -- Solve :
          min -1.37642e-027  max 10.598
  -- Solve :
          min -1.37473e-027  max 10.585
  -- Solve :
          min -1.37305e-027  max 10.572
  -- Solve :
          min -1.37137e-027  max 10.5591
  -- Solve :
          min -1.36969e-027  max 10.5462
  -- Solve :
          min -1.36801e-027  max 10.5332
  -- Solve :
          min -1.36633e-027  max 10.5203
  -- Solve :
          min -1.36466e-027  max 10.5074
  -- Solve :
          min -1.36299e-027  max 10.4946
  -- Solve :
          min -1.36132e-027  max 10.4817
  -- Solve :
          min -1.35965e-027  max 10.4689
  -- Solve :
          min -1.35799e-027  max 10.456
  -- Solve :
          min -1.35632e-027  max 10.4432
  -- Solve :
          min -1.35466e-027  max 10.4304
  -- Solve :
          min -1.353e-027  max 10.4177
  -- Solve :
          min -1.35134e-027  max 10.4049
  -- Solve :
          min -1.34969e-027  max 10.3921
  -- Solve :
          min -1.34803e-027  max 10.3794
  -- Solve :
          min -1.34638e-027  max 10.3667
  -- Solve :
          min -1.34473e-027  max 10.354
  -- Solve :
          min -1.34308e-027  max 10.3413
  -- Solve :
          min -1.34144e-027  max 10.3286
  -- Solve :
          min -1.33979e-027  max 10.316
  -- Solve :
          min -1.33815e-027  max 10.3033
  -- Solve :
          min -1.33651e-027  max 10.2907
  -- Solve :
          min -1.33487e-027  max 10.2781
  -- Solve :
          min -1.33324e-027  max 10.2655
  -- Solve :
          min -1.33161e-027  max 10.2529
  -- Solve :
          min -1.32997e-027  max 10.2404
  -- Solve :
          min -1.32834e-027  max 10.2278
  -- Solve :
          min -1.32672e-027  max 10.2153
  -- Solve :
          min -1.32509e-027  max 10.2028
  -- Solve :
          min -1.32347e-027  max 10.1903
  -- Solve :
          min -1.32184e-027  max 10.1778
  -- Solve :
          min -1.32022e-027  max 10.1653
  -- Solve :
          min -1.31861e-027  max 10.1528
  -- Solve :
          min -1.31699e-027  max 10.1404
  -- Solve :
          min -1.31538e-027  max 10.128
  -- Solve :
          min -1.31376e-027  max 10.1155
  -- Solve :
          min -1.31215e-027  max 10.1031
  -- Solve :
          min -1.31054e-027  max 10.0908
  -- Solve :
          min -1.30894e-027  max 10.0784
  -- Solve :
          min -1.30733e-027  max 10.066
  -- Solve :
          min -1.30573e-027  max 10.0537
  -- Solve :
          min -1.30413e-027  max 10.0414
  -- Solve :
          min -1.30253e-027  max 10.0291
  -- Solve :
          min -1.30094e-027  max 10.0168
  -- Solve :
          min -1.29934e-027  max 10.0045
  -- Solve :
          min -1.29775e-027  max 9.99223
  -- Solve :
          min -1.29616e-027  max 9.97998
  -- Solve :
          min -1.29457e-027  max 9.96774
  -- Solve :
          min -1.29298e-027  max 9.95552
  -- Solve :
          min -1.2914e-027  max 9.94332
  -- Solve :
          min -1.28981e-027  max 9.93113
  -- Solve :
          min -1.28823e-027  max 9.91895
  -- Solve :
          min -1.28665e-027  max 9.90679
  -- Solve :
          min -1.28507e-027  max 9.89465
  -- Solve :
          min -1.2835e-027  max 9.88251
  -- Solve :
          min -1.28193e-027  max 9.8704
  -- Solve :
          min -1.28035e-027  max 9.85829
  -- Solve :
          min -1.27878e-027  max 9.84621
  -- Solve :
          min -1.27722e-027  max 9.83413
  -- Solve :
          min -1.27565e-027  max 9.82208
  -- Solve :
          min -1.27409e-027  max 9.81003
  -- Solve :
          min -1.27252e-027  max 9.798
  -- Solve :
          min -1.27096e-027  max 9.78599
  -- Solve :
          min -1.2694e-027  max 9.77399
  -- Solve :
          min -1.26785e-027  max 9.762
  -- Solve :
          min -1.26629e-027  max 9.75003
  -- Solve :
          min -1.26474e-027  max 9.73808
  -- Solve :
          min -1.26319e-027  max 9.72613
  -- Solve :
          min -1.26164e-027  max 9.71421
  -- Solve :
          min -1.26009e-027  max 9.70229
  -- Solve :
          min -1.25855e-027  max 9.6904
  -- Solve :
          min -1.257e-027  max 9.67851
  -- Solve :
          min -1.25546e-027  max 9.66664
  -- Solve :
          min -1.25392e-027  max 9.65479
  -- Solve :
          min -1.25239e-027  max 9.64294
  -- Solve :
          min -1.25085e-027  max 9.63112
  -- Solve :
          min -1.24932e-027  max 9.6193
  -- Solve :
          min -1.24778e-027  max 9.60751
  -- Solve :
          min -1.24625e-027  max 9.59572
  -- Solve :
          min -1.24472e-027  max 9.58395
  -- Solve :
          min -1.2432e-027  max 9.5722
  -- Solve :
          min -1.24167e-027  max 9.56046
  -- Solve :
          min -1.24015e-027  max 9.54873
  -- Solve :
          min -1.23863e-027  max 9.53702
  -- Solve :
          min -1.23711e-027  max 9.52532
  -- Solve :
          min -1.23559e-027  max 9.51363
  -- Solve :
          min -1.23408e-027  max 9.50196
  -- Solve :
          min -1.23256e-027  max 9.49031
  -- Solve :
          min -1.23105e-027  max 9.47866
  -- Solve :
          min -1.22954e-027  max 9.46704
  -- Solve :
          min -1.22803e-027  max 9.45542
  -- Solve :
          min -1.22653e-027  max 9.44382
  -- Solve :
          min -1.22502e-027  max 9.43224
  -- Solve :
          min -1.22352e-027  max 9.42066
  -- Solve :
          min -1.22202e-027  max 9.40911
  -- Solve :
          min -1.22052e-027  max 9.39756
  -- Solve :
          min -1.21902e-027  max 9.38603
  -- Solve :
          min -1.21752e-027  max 9.37452
  -- Solve :
          min -1.21603e-027  max 9.36301
  -- Solve :
          min -1.21454e-027  max 9.35153
  -- Solve :
          min -1.21305e-027  max 9.34005
  -- Solve :
          min -1.21156e-027  max 9.32859
  -- Solve :
          min -1.21007e-027  max 9.31715
  -- Solve :
          min -1.20859e-027  max 9.30571
  -- Solve :
          min -1.20711e-027  max 9.29429
  -- Solve :
          min -1.20562e-027  max 9.28289
  -- Solve :
          min -1.20415e-027  max 9.2715
  -- Solve :
          min -1.20267e-027  max 9.26012
  -- Solve :
          min -1.20119e-027  max 9.24876
  -- Solve :
          min -1.19972e-027  max 9.23741
  -- Solve :
          min -1.19825e-027  max 9.22607
  -- Solve :
          min -1.19678e-027  max 9.21475
  -- Solve :
          min -1.19531e-027  max 9.20344
  -- Solve :
          min -1.19384e-027  max 9.19214
  -- Solve :
          min -1.19237e-027  max 9.18086
  -- Solve :
          min -1.19091e-027  max 9.1696
  -- Solve :
          min -1.18945e-027  max 9.15834
  -- Solve :
          min -1.18799e-027  max 9.1471
  -- Solve :
          min -1.18653e-027  max 9.13587
  -- Solve :
          min -1.18508e-027  max 9.12466
  -- Solve :
          min -1.18362e-027  max 9.11346
  -- Solve :
          min -1.18217e-027  max 9.10227
  -- Solve :
          min -1.18072e-027  max 9.0911
  -- Solve :
          min -1.17927e-027  max 9.07994
  -- Solve :
          min -1.17782e-027  max 9.0688
  -- Solve :
          min -1.17637e-027  max 9.05766
  -- Solve :
          min -1.17493e-027  max 9.04655
  -- Solve :
          min -1.17349e-027  max 9.03544
  -- Solve :
          min -1.17205e-027  max 9.02435
  -- Solve :
          min -1.17061e-027  max 9.01327
  -- Solve :
          min -1.16917e-027  max 9.0022
  -- Solve :
          min -1.16774e-027  max 8.99115
  -- Solve :
          min -1.1663e-027  max 8.98011
  -- Solve :
          min -1.16487e-027  max 8.96909
  -- Solve :
          min -1.16344e-027  max 8.95808
  -- Solve :
          min -1.16201e-027  max 8.94708
  -- Solve :
          min -1.16059e-027  max 8.9361
  -- Solve :
          min -1.15916e-027  max 8.92512
  -- Solve :
          min -1.15774e-027  max 8.91417
  -- Solve :
          min -1.15632e-027  max 8.90322
  -- Solve :
          min -1.1549e-027  max 8.89229
  -- Solve :
          min -1.15348e-027  max 8.88137
  -- Solve :
          min -1.15206e-027  max 8.87046
  -- Solve :
          min -1.15065e-027  max 8.85957
  -- Solve :
          min -1.14924e-027  max 8.84869
  -- Solve :
          min -1.14782e-027  max 8.83783
  -- Solve :
          min -1.14641e-027  max 8.82697
  -- Solve :
          min -1.14501e-027  max 8.81613
  -- Solve :
          min -1.1436e-027  max 8.80531
  -- Solve :
          min -1.1422e-027  max 8.79449
  -- Solve :
          min -1.14079e-027  max 8.78369
  -- Solve :
          min -1.13939e-027  max 8.77291
  -- Solve :
          min -1.13799e-027  max 8.76213
  -- Solve :
          min -1.1366e-027  max 8.75137
  -- Solve :
          min -1.1352e-027  max 8.74062
  -- Solve :
          min -1.13381e-027  max 8.72989
  -- Solve :
          min -1.13241e-027  max 8.71916
  -- Solve :
          min -1.13102e-027  max 8.70845
  -- Solve :
          min -1.12963e-027  max 8.69776
  -- Solve :
          min -1.12825e-027  max 8.68708
  -- Solve :
          min -1.12686e-027  max 8.6764
  -- Solve :
          min -1.12548e-027  max 8.66575
